codigo;descricao
L048;LINFADENITE AGUDA DE OUTRAS LOCALIZACOES
L049;LINFADENITE AGUDA DE LOCALIZACAO NAO ESPECIFICADA
L050;CISTO PILONIDAL COM ABSCESSO
L059;CISTO PILONIDAL SEM ABSCESSO
L080;PIODERMITE
L081;ERITRASMA
L088;OUTRAS INFECCOES LOCALIZADAS, ESPECIFICADAS, DA PELE E DO TECIDO SUBCUTANEO
L089;INFECCAO LOCALIZADA DA PELE E DO TECIDO SUBCUTANEO, NAO ESPECIFICADA
L100;PENFIGO VULGAR
L101;PENFIGO VEGETANTE
L102;PENFIGO FOLIACEO
L103;PENFIGO BRASILEIRO [FOGO SELVAGEM]
L104;PENFIGO ERITEMATOSO
L105;PENFIGO INDUZIDO POR DROGAS
L108;OUTRAS FORMAS DE PENFIGO
L109;PENFIGO, NAO ESPECIFICADO
L110;CERATOSE FOLICULAR ADQUIRIDA
L111;DERMATOSE ACANTOLITICA TRANSITORIA [GROVER]
L118;OUTRAS AFECCOES ACANTOLITICAS ESPECIFICADAS
L119;AFECCOES ACANTOLITICAS NAO ESPECIFICADAS
L120;PENFIGOIDE BOLHOSO
L121;PENFIGOIDE CICATRICIAL
L122;DOENCA BOLHOSA CRONICA DA INFANCIA
L123;EPIDERMOLISE BOLHOSA ADQUIRIDA
L128;OUTRAS FORMAS DE PENFIGOIDE
L129;PENFIGOIDE, NAO ESPECIFICADO
L130;DERMATITE HERPETIFORME
L131;DERMATITE PUSTULAR SUBCORNEANA
L138;OUTRAS AFECCOES BOLHOSAS ESPECIFICADAS
L139;DOENCA BOLHOSA, NAO ESPECIFICADA
L14;AFECCOES BOLHOSAS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
L200;PRURIGO DE BESNIER
L208;OUTRAS DERMATITES ATOPICAS
L209;DERMATITE ATOPICA, NAO ESPECIFICADA
L210;SEBORREIA DO COURO CABELUDO
L211;DERMATITE SEBORREICA INFANTIL
L218;OUTRAS DERMATITES SEBORREICAS
L219;DERMATITE SEBORREICA, NAO ESPECIFICADA
L22;DERMATITE DAS FRALDAS
L230;DERMATITE ALERGICA DE CONTATO DEVIDA A METAIS
L231;DERMATITE ALERGICA DE CONTATO DEVIDA A ADESIVOS
L232;DERMATITE ALERGICA DE CONTATO DEVIDA A COSMETICOS
L233;DERMATITE ALERGICA DE CONTATO DEVIDO A DROGAS EM CONTATO COM A PELE
L234;DERMATITE ALERGICA DE CONTATO DEVIDA A CORANTES
L235;DERMATITE ALERGICA DE CONTATO DEVIDA A OUTROS PRODUTOS QUIMICOS
L236;DERMATITE ALERGICA DE CONTATO DEVIDA A ALIMENTOS EM CONTATO COM A PELE
L237;DERMATITE ALERGICA DE CONTATO DEVIDO A PLANTAS, EXCETO ALIMENTOS
L238;DERMATITE ALERGICA DE CONTATO DEVIDO A OUTROS AGENTES
L239;DERMATITE ALERGICA DE CONTATO, DE CAUSA NAO ESPECIFICADA
L240;DERMATITE DE CONTATO POR IRRITANTES DEVIDA A DETERGENTES
L241;DERMATITE DE CONTATO POR IRRITANTES DEVIDO A OLEOS E GORDURAS
L242;DERMATITE DE CONTATO POR IRRITANTES DEVIDA A SOLVENTES
L243;DERMATITE DE CONTATO POR IRRITANTES DEVIDA A COSMETICOS
L244;DERMATITE DE CONTATO POR IRRITANTES DEVIDA A DROGAS EM CONTATO COM A PELE
L245;DERMATITE DE CONTATO POR IRRITANTES DEVIDA A OUTROS PRODUTOS QUIMICOS
L246;DERMATITE DE CONTATO POR IRRITANTES DEVIDA A ALIMENTOS EM CONTATO COM A PELE
L247;DERMATITE DE CONTATO POR IRRITANTES DEVIDO A PLANTAS, EXCETO ALIMENTOS
L248;DERMATITE DE CONTATO POR IRRITANTES DEVIDO A OUTROS AGENTES
L249;DERMATITE DE CONTATO POR IRRITANTES, DE CAUSA NAO ESPECIFICADA
L250;DERMATITE DE CONTATO NAO ESPECIFICADA DEVIDA A COSMETICOS
L251;DERMATITE DE CONTATO NAO ESPECIFICADA DEVIDA A DROGAS EM CONTATO COM A PELE
L252;DERMATITE DE CONTATO NAO ESPECIFICADA DEVIDA A CORANTES
L253;DERMATITE DE CONTATO NAO ESPECIFICADA DEVIDA A OUTROS PRODUTOS QUIMICOS
L254;DERMATITE DE CONTATO NAO ESPECIFICADA DEVIDA A ALIMENTOS EM CONTATO COM A PELE
L255;DERMATITE DE CONTATO NAO ESPECIFICADA DEVIDA A PLANTAS, EXCETO ALIMENTOS
L258;DERMATITE DE CONTATO NAO ESPECIFICADA DEVIDA A OUTROS AGENTES
L259;DERMATITE DE CONTATO NAO ESPECIFICADA, DE CAUSA NAO ESPECIFICADA
L26;DERMATITE ESFOLIATIVA
L270;ERUPCAO CUTANEA GENERALIZADA DEVIDA A DROGAS E MEDICAMENTOS
L271;ERUPCAO CUTANEA LOCALIZADA DEVIDA A DROGAS E MEDICAMENTOS
L272;DERMATITE DEVIDA A INGESTAO DE ALIMENTOS
L278;DERMATITE DEVIDA A OUTRAS SUBSTANCIAS DE USO INTERNO
L279;DERMATITE DEVIDA A SUBSTANCIA NAO ESPECIFICADA DE USO INTERNO
L280;LIQUEN SIMPLES CRONICO
L281;PRURIGO NODULAR
L282;OUTRAS FORMAS DE PRURIGO
L290;PRURIDO ANAL
L291;PRURIDO ESCROTAL
L292;PRURIDO VULVAR
L293;PRURIDO ANOGENITAL, NAO ESPECIFICADO
L298;OUTRAS FORMAS DE PRURIDO
L299;PRURIDO NAO ESPECIFICADO
L300;DERMATITE NUMULAR
L301;DISIDROSE [POMPHOLYX]
L302;AUTOSSENSIBILIZACAO CUTANEA
L303;DERMATITE INFECTADA
L304;INTERTRIGO ERITEMATOSO
L305;PITIRIASE ALBA
L308;OUTRAS DERMATITES ESPECIFICADAS
L309;DERMATITE NAO ESPECIFICADA
L400;PSORIASE VULGAR
L401;PSORIASE PUSTULOSA GENERALIZADA
L402;ACRODERMATITE CONTINUA
L403;PUSTULOSE PALMAR E PLANTAR
L404;PSORIASE GUTATA
L405;ARTROPATIA PSORIASICA
L408;OUTRAS FORMAS DE PSORIASE
L409;PSORIASE NAO ESPECIFICADA
L410;PITIRIASE LIQUENOIDE E VARIOLIFORME AGUDA
L411;PITIRIASE LIQUENOIDE CRONICA
L412;PAPULOSE LINFOMATOIDE
L413;PARAPSORIASE DE PEQUENAS PLACAS
L414;PARAPSORIASE DE GRANDES PLACAS
L415;PARAPSORIASE RETIFORME
L418;OUTRAS PARAPSORIASES
L419;PARAPSORIASE, NAO ESPECIFICADA
L42;PITIRIASE ROSEA
L430;LIQUEN PLANO HIPERTROFICO
L431;LIQUEN PLANO BOLHOSO
L432;REACAO LIQUENOIDE A DROGA
L433;LIQUEN PLANO SUBAGUDO (ATIVO)
L438;OUTRAS FORMAS DE LIQUEN PLANO
L439;LIQUEN PLANO, NAO ESPECIFICADO
L440;PITIRIASE RUBRA PILAR
L441;LIQUEN NITIDO
L442;LIQUEN ESTRIADO
L443;LIQUEN RUBRO MONILIFORME
L444;ACRODERMATITE PAPULAR INFANTIL [SINDROME DE GIANOTTI-CROSTI]
L448;OUTRAS AFECCOES PAPULO-DESCAMATIVAS ESPECIFICADAS
L449;AFECCOES PAPULO-DESCAMATIVAS, NAO ESPECIFICADAS
L45;AFECCOES PAPULO-DESCAMATIVAS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
L500;URTICARIA ALERGICA
L501;URTICARIA IDIOPATICA
L502;URTICARIA DEVIDA A FRIO E A CALOR
L503;URTICARIA DERMATOGRAFICA
L504;URTICARIA VIBRATORIA
L505;URTICARIA COLINERGICA
L506;URTICARIA DE CONTATO
L508;OUTRAS URTICARIAS
L509;URTICARIA NAO ESPECIFICADA
L510;ERITEMA MULTIFORME NAO BOLHOSO
L511;ERITEMA MULTIFORME BOLHOSO
L512;NECROLISE EPIDERMICA TOXICA [SINDROME DE LYELL]
L518;OUTRAS FORMAS DE ERITEMA MULTIFORME
L519;ERITEMA MULTIFORME, NAO ESPECIFICADO
L52;ERITEMA NODOSO
L530;ERITEMA TOXICO
L531;ERITEMA ANULAR CENTRIFUGO
L532;ERITEMA MARGINADO
L533;OUTRAS FORMAS DE ERITEMA FIGURADO CRONICO
L538;OUTRAS AFECCOES ERITEMATOSAS ESPECIFICADAS
L539;AFECCOES ERITEMATOSAS, NAO ESPECIFICADAS
L540;ERITEMA MARGINADO NA FEBRE REUMATICA AGUDA
L548;ERITEMA EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE
L550;QUEIMADURA SOLAR DE PRIMEIRO GRAU
L551;QUEIMADURA SOLAR DE SEGUNDO GRAU
L552;QUEIMADURA SOLAR DE TERCEIRO GRAU
L558;OUTRAS QUEIMADURAS SOLARES
L559;QUEIMADURA SOLAR, NAO ESPECIFICADA
L560;RESPOSTA FOTOTOXICA A DROGAS
L561;RESPOSTA FOTOALERGICA A DROGAS
L562;DERMATITE POR FOTOCONTATO [DERMATITE DO BERLOQUE]
L563;URTICARIA SOLAR
L564;ERUPCAO POLIMORFA A LUZ
L568;OUTRAS ALTERACOES AGUDAS ESPECIFICADAS DA PELE DEVIDAS A RADIACAO ULTRAVIOLETA
L569;ALTERACOES AGUDAS DA PELE DEVIDAS A RADIACAO ULTRAVIOLETA, NAO ESPECIFICADAS
L570;CERATOSE ACTINICA
L571;RETICULOIDE ACTINICA
L572;CUTIS ROMBOIDAL DA NUCA
L573;POIQUILODERMIA DE CIVATTE
L574;CUTIS LAXA SENIL
L575;GRANULOMA ACTINICO
L578;OUTRAS ALTERACOES DA PELE DEVIDAS A EXPOSICAO CRONICA A RADIACAO NAO-IONIZANTE
L579;ALTERACOES DA PELE DEVIDAS A EXPOSICAO CRONICA A RADIACAO NAO-IONIZANTE, NAO ESPECIFICADAS
L580;RADIODERMATITE AGUDA
L581;RADIODERMATITE CRONICA
L589;RADIODERMATITE, NAO ESPECIFICADA
L590;ERITEMA DEVIDO AO CALOR OU AO FOGO [DERMATITE AB IGNE]
L598;OUTRAS AFECCOES ESPECIFICADAS DA PELE E DO TECIDO SUBCUTANEO RELACIONADAS COM A RADIACAO
L599;AFECCOES DA PELE E DO TECIDO SUBCUTANEO RELACIONADAS COM A RADIACAO, NAO ESPECIFICADAS
L600;UNHA ENCRAVADA
L601;ONICOLISE
L602;ONICOGRIFOSE
L603;DISTROFIA UNGUEAL
L604;LINHAS DE BEAU
L605;SINDROME DAS UNHAS AMARELADAS
L608;OUTRAS AFECCOES DAS UNHAS
L609;AFECCOES DAS UNHAS, NAO ESPECIFICADAS
L620;PAQUIDERMOPERIOSTOSE COM UNHAS HIPOCRATICAS (EM VIDRO DE RELOGIO)
L628;AFECCOES DAS UNHAS EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE
L630;ALOPECIA TOTAL (CAPITIS)
L631;ALOPECIA UNIVERSAL
L632;OFIASE
L638;OUTRAS FORMAS DE ALOPECIA AREATA
L639;ALOPECIA AREATA, NAO ESPECIFICADA
L640;ALOPECIA ANDROGENICA INDUZIDA POR DROGA
L648;OUTRAS ALOPECIAS ANDROGENICAS
L649;ALOPECIA ANDROGENICA, NAO ESPECIFICADA
L650;EFLUVIO TELOGENO
L651;EFLUVIO ANAGENO
L652;ALOPECIA MUCINOSA
L658;OUTRAS FORMAS, ESPECIFICADAS, NAO CICATRICIAIS, DE PERDA DE CABELOS OU PELOS
L659;PERDA DE CABELOS OU PELOS NAO CICATRICIAIS, NAO ESPECIFICADA
L660;PSEUDOPELADA
L661;LIQUEN PLANOPILAR
L662;FOLICULITE DESCALVANTE
L663;PERIFOLICULITE ABSCEDANTE DA CABECA
L664;FOLICULITE ULERITEMATOSA RETICULADA
L668;OUTRAS FORMAS DE ALOPECIA CICATRICIAL
L669;ALOPECIA CICATRICIAL, NAO ESPECIFICADA
L670;TRICORREXE NODOSA
L671;VARIACOES DA COR DOS CABELOS OU PELOS
L678;OUTRAS ANORMALIDADES DA COR E DO PEDICULO DOS CABELOS OU PELOS
L679;ANORMALIDADES DA COR E DO PEDICULO DOS CABELOS E DOS PELOS, NAO ESPECIFICADAS
L680;HIRSUTISMO
L681;HIPERTRICOSE LANUGINOSA ADQUIRIDA
L682;HIPERTRICOSE LOCALIZADA
L683;POLITRIQUIA
L688;OUTRAS FORMAS DE HIPERTRICOSE
L689;HIPERTRICOSE, NAO ESPECIFICADA
L700;ACNE VULGAR
L701;ACNE CONGLOBATA
L702;ACNE VARIOLIFORME
L703;ACNE TROPICAL
L704;ACNE INFANTIL
L705;ACNE ESCORIADA DAS MULHERES JOVENS
L708;OUTRAS FORMAS DE ACNE
L709;ACNE, NAO ESPECIFICADA
L710;DERMATITE PERIORAL
L711;RINOFIMA
L718;OUTRAS FORMAS DE ROSACEA
L719;ROSACEA, NAO ESPECIFICADA
L720;CISTO EPIDERMICO
L721;CISTO TRIQUILEMAL
L722;ESTEATOCISTOMA MULTIPLO
L728;OUTRAS FORMAS DE CISTOS FOLICULARES DA PELE E DO TECIDO SUBCUTANEO
L729;CISTO FOLICULAR, NAO ESPECIFICADO DA PELE E DO TECIDO SUBCUTANEO
L730;ACNE QUELOIDE
L731;PSEUDOFOLICULITE DA BARBA
L732;HIDRADENITE SUPURATIVA
L738;OUTRAS AFECCOES FOLICULARES ESPECIFICADAS
L739;AFECCOES FOLICULARES, NAO ESPECIFICADAS
L740;MILIARIA RUBRA
L741;MILIARIA CRISTALINA
L742;MILIARIA PROFUNDA
L743;MILIARIA, NAO ESPECIFICADA
L744;ANIDROSE
L748;OUTRAS AFECCOES DAS GLANDULAS SUDORIPARAS ECRINAS
L749;AFECCOES DAS GLANDULAS SUDORIPARAS ECRINAS, NAO ESPECIFICADAS
L750;BROMIDROSE
L751;CROMIDROSE
L752;MILIARIA APOCRINA
L758;OUTRAS AFECCOES DAS GLANDULAS SUDORIPARAS APOCRINAS
L759;AFECCOES DE GLANDULAS SUDORIPARAS APOCRINAS, NAO ESPECIFICADAS
L80;VITILIGO
L810;HIPERPIGMENTACAO POS-INFLAMATORIA
L811;CLOASMA
L812;SARDAS
L813;MANCHAS CAFE-COM-LEITE
L814;OUTRAS FORMAS DE HIPERPIGMENTACAO PELA MELANINA
L815;LEUCODERMIA NAO CLASSIFICADA EM OUTRA PARTE
L816;OUTROS TRANSTORNOS LIGADOS A DIMINUICAO DA FORMACAO DE MELANINA
L817;DERMATOSE PURPURICA PIGMENTADA
L818;OUTROS TRANSTORNOS ESPECIFICADOS DA PIGMENTACAO
L819;TRANSTORNO DA PIGMENTACAO, NAO ESPECIFICADO
L82;CERATOSE SEBORREICA
L83;ACANTOSE NIGRICANS
L84;CALOS E CALOSIDADES
L850;ICTIOSE ADQUIRIDA
L851;CERATOSE ADQUIRIDA [CERATODERMIA] PALMAR E PLANTAR
L852;CERATOSE PUNCTATA (PALMAR E PLANTAR)
L853;XEROSE CUTANEA
L858;OUTRAS FORMAS DE ESPESSAMENTO EPIDERMICO
L859;ESPESSAMENTO EPIDERMICO, NAO ESPECIFICADO
L86;CERATODERMIA EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
L870;CERATOSE FOLICULAR E PARAFOLICULAR PENETRANTE NA PELE [SINDROME DE KYRLE]
L871;COLAGENOSE PERFURANTE REATIVA
L872;ELASTOSE PERFURANTE SERPIGINOSA
L878;OUTROS TRANSTORNOS DA ELIMINACAO TRANSEPIDERMICA
L879;TRANSTORNO DA ELIMINACAO TRANSEPIDERMICA, NAO ESPECIFICADO
L88;PIODERMITE GANGRENOSA
L89;ULCERA DE DECUBITO
L900;LIQUEN ESCLEROSO E ATROFICO
L901;ANETODERMIA DE SCHWENINGER-BUZZI
L902;ANETODERMIA DE JADASSOHN-PELLIZZARI
L903;ATROFODERMIA DE PASINI E PIERINI
L904;ACRODERMATITE CRONICA ATROFICA
L905;CICATRIZES E FIBROSE CUTANEA
L906;ESTRIAS ATROFICAS
L908;OUTRAS AFECCOES ATROFICAS DA PELE
L909;AFECCOES ATROFICAS DA PELE, NAO ESPECIFICADAS
L910;CICATRIZ QUELOIDE
L918;OUTRAS AFECCOES HIPERTROFICAS DA PELE
L919;AFECCOES HIPERTROFICAS DA PELE, NAO ESPECIFICADAS
L920;GRANULOMA ANULAR
L921;NECROBIOSE LIPOIDICA NAO CLASSIFICADA EM OUTRA PARTE
L922;GRANULOMA FACIAL [GRANULOMA EOSINOFILO DA PELE]
L923;GRANULOMA DE CORPO ESTRANHO DA PELE E DO TECIDO SUBCUTANEO
L928;OUTRAS AFECCOES GRANULOMATOSAS DA PELE E DO TECIDO SUBCUTANEO
L929;AFECCOES GRANULOMATOSAS DA PELE E DO TECIDO SUBCUTANEO, NAO ESPECIFICADOS
L930;LUPUS ERITEMATOSO DISCOIDE
L931;LUPUS ERITEMATOSO CUTANEO SUBAGUDO
L932;OUTRAS FORMAS DE LUPUS ERITEMATOSO LOCALIZADO
L940;ESCLERODERMIA LOCALIZADA [MORFEIA]
L941;ESCLERODERMIA LINEAR
L942;CALCINOSE CUTANEA
L943;ESCLERODACTILIA
L944;PAPULAS DE GOTTRON
L945;POIQUILODERMIA VASCULAR ATROFICA
L946;AINHUM
L948;OUTRAS AFECCOES LOCALIZADAS DO TECIDO CONJUNTIVO, ESPECIFICADAS
L949;AFECCOES LOCALIZADAS DO TECIDO CONJUNTIVO, NAO ESPECIFICADAS
L950;VASCULITE LIVEDOIDE
L951;ERITEMA ELEVADO DIUTINO (DURADOURO)
L958;OUTRAS VASCULITES LIMITADAS A PELE
L959;VASCULITES LIMITADAS A PELE, NAO ESPECIFICADAS
L97;ULCERA DOS MEMBROS INFERIORES NAO CLASSIFICADA EM OUTRA PARTE
L980;GRANULOMA PIOGENICO
L981;DERMATITE FACTICIA
L982;DERMATOSE NEUTROFILICA FEBRIL [SWEET]
L983;CELULITE EOSINOFILICA [WELLS]
L984;ULCERA CRONICA DA PELE, NAO CLASSIFICADA EM OUTRA PARTE
L985;MUCINOSE DA PELE
L986;OUTRAS AFECCOES INFILTRATIVAS DA PELE E DO TECIDO SUBCUTANEO
L988;OUTRAS AFECCOES ESPECIFICADAS DA PELE E DO TECIDO SUBCUTANEO
L989;AFECCOES DA PELE E DO TECIDO SUBCUTANEO, NAO ESPECIFICADOS
L990;AMILOIDOSE CUTANEA
L998;OUTRAS AFECCOES ESPECIFICADAS DA PELE E DO TECIDO SUBCUTANEO EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
M000;ARTRITE E PIOLIARTRITE ESTAFILOCOCICAS
M001;ARTRITE E POLIARTRITE PNEUMOCOCICAS
M002;OUTRAS ARTRITES E POLIARTRITES ESTREPTOCOCICAS
M008;ARTRITE E POLIARTRITE DEVIDAS A OUTRO AGENTE BACTERIANO ESPECIFICADO
M009;ARTRITE PIOGENICA, NAO ESPECIFICADA
M010;ARTRITE MENINGOCOCICA
M011;ARTRITE TUBERCULOSA
M012;ARTRITE NA DOENCA DE LYME
M013;ARTRITE EM OUTRAS DOENCAS BACTERIANAS CLASSIFICADAS EM OUTRA PARTE
M014;ARTRITE NA RUBEOLA
M015;ARTRITE EM OUTRAS DOENCAS VIRAIS CLASSIFICADAS EM OUTRA PARTE
M016;ARTRITE EM MICOSES
M018;ARTRITE EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS CLASSIFICADAS EM OUTRA PARTE
M020;ARTROPATIA POS-DERIVACAO INTESTINAL
M021;ARTROPATIA POS-DESINTERICA
M022;ARTROPATIA POS-IMUNIZACAO
M023;DOENCA DE REITER
M028;OUTRAS ARTROPATIAS REACIONAIS
M029;ARTROPATIA REACIONAL NAO ESPECIFICADA
M030;ARTRITE POS-MENINGOCOCICA
M031;ARTROPATIA POS-INFECCIOSA NA SIFILIS
M032;OUTRAS ARTROPATIAS POS-INFECCIOSAS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
M036;ARTROPATIA REACIONAL EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE
M050;SINDROME DE FELTY
M051;DOENCA REUMATOIDE DO PULMAO
M052;VASCULITE REUMATOIDE
M053;ARTRITE REUMATOIDE COM COMPROMETIMENTO DE OUTROS ORGAOS E SISTEMAS
M058;OUTRAS ARTRITES REUMATOIDES SORO-POSITIVAS
M059;ARTRITE REUMATOIDE SORO-POSITIVA NAO ESPECIFICADA
M060;ARTRITE REUMATOIDE SORO-NEGATIVA
M061;DOENCA DE STILL DO ADULTO
M062;BURSITE REUMATOIDE
M063;NODULO REUMATOIDE
M064;POLIARTROPATIA INFLAMATORIA
M068;OUTRAS ARTRITES REUMATOIDES ESPECIFICADAS
M069;ARTRITE REUMATOIDE NAO ESPECIFICADA
M070;ARTROPATIA PSORIASICA INTERFALANGIANA DISTAL
M071;ARTRITE MUTILANTE
M072;ESPONDILITE PSORIASICA
M073;OUTRAS ARTROPATIAS PSORIASICAS
M074;ARTROPATIA NA DOENCA DE CROHN [ENTERITE REGIONAL]
M075;ARTROPATIA NA COLITE ULCERATIVA
M076;OUTRAS ARTROPATIAS ENTEROPATICAS
M080;ARTRITE REUMATOIDE JUVENIL
M081;ESPONDILITE ANCILOSANTE JUVENIL
M082;ARTRITE JUVENIL COM INICIO SISTEMICO
M083;POLIARTRITE JUVENIL (SORO-NEGATIVA)
M084;ARTRITE JUVENIL PAUCIARTICULAR
M088;OUTRAS ARTRITES JUVENIS
M089;ARTRITE JUVENIL NAO ESPECIFICADA
M090;ARTRITE JUVENIL NA PSORIASE
M091;ARTRITE JUVENIL NA DOENCA DE CHRON [ENTERITE REGIONAL]
M092;ARTRITE JUVENIL NA COLITE ULCERATIVA
M098;ARTRITE JUVENIL EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE
M100;GOTA IDIOPATICA
M101;GOTA INDUZIDA POR CHUMBO
M102;GOTA INDUZIDA POR DROGAS
M103;GOTA DEVIDA A DISFUNCAO RENAL
M104;OUTRA GOTA SECUNDARIA
M109;GOTA, NAO ESPECIFICADA
M110;DOENCA POR DEPOSICAO DE HIDROXIAPATITA
M111;CONDROCALCINOSE FAMILIAR
M112;OUTRAS CONDROCALCINOSES
M118;OUTRAS ARTROPATIAS ESPECIFICADAS POR DEPOSICAO DE CRISTAIS
M119;ARTROPATIA POR DEPOSICAO DE CRISTAIS, NAO ESPECIFICADA
M120;ARTROPATIA POS-REUMATICA CRONICA [JACCOUD]
M121;DOENCA DE KASHIN-BECK
M122;SINOVITE VILONODULAR (PIGMENTADA)
M123;REUMATISMO PALINDROMICO
M124;HIDRARTROSE INTERMITENTE
M125;ARTROPATIA TRAUMATICA
M128;OUTRAS ARTROPATIAS ESPECIFICAS NAO CLASSIFICADAS EM OUTRA PARTE
M130;POLIARTRITE NAO ESPECIFICADA
M131;MONOARTRITES NAO CLASSIFICADAS EM OUTRA PARTE
M138;OUTRAS ARTRITES ESPECIFICADAS
M139;ARTRITE NAO ESPECIFICADA
M140;ARTROPATIA GOTOSA DEVIDA A DEFEITOS ENZIMATICOS E A OUTRAS DOENCAS HEREDITARIAS
M141;ARTROPATIA POR DEPOSITO DE CRISTAIS EM OUTRAS DOENCAS METABOLICAS CLASSIFICADAS EM OUTRA PARTE
M142;ARTROPATIA DIABETICA
M143;DERMATOARTRITE LIPOIDE
M144;ARTROPATIA NA AMILOIDOSE
M145;ARTROPATIAS EM OUTRAS DOENCAS ENDOCRINAS, NUTRICIONAIS E METABOLICAS
M146;ARTROPATIA NEUROPATICA
M148;ARTROPATIAS EM OUTRAS DOENCAS ESPECIFICADAS CLASSIFICADAS EM OUTRA PARTE
M150;(OSTEO)ARTROSE PRIMARIA GENERALIZADA
M151;NODULOS DE HEBERDEN (COM ARTROPATIA)
M152;NODULOS DE BOUCHARD (COM ARTROPATIA)
M153;ARTROSE MULTIPLA SECUNDARIA
M154;(OSTEO)ARTROSE EROSIVA
M158;OUTRAS POLIARTROSES
M159;POLIARTROSE NAO ESPECIFICADA
M160;COXARTROSE PRIMARIA BILATERAL
M161;OUTRAS COXARTROSES PRIMARIAS
M162;COXARTROSE BILATERAL RESULTANTE DE DISPLASIA
M163;OUTRAS COXARTROSES DISPLASICAS
M164;COXARTROSE BILATERAL POS-TRAUMATICA
M165;OUTRAS COXARTROSES POS-TRAUMATICAS
M166;OUTRAS COXARTROSES SECUNDARIAS BILATERAIS
M167;OUTRAS COXARTROSES SECUNDARIAS
M169;COXARTROSE NAO ESPECIFICADA
M170;GONARTROSE PRIMARIA BILATERAL
M171;OUTRAS GONARTROSES PRIMARIAS
M172;GONARTROSE POS-TRAUMATICA BILATERAL
M173;OUTRAS GONARTROSES POS-TRAUMATICA
M174;OUTRAS GONARTROSES SECUNDARIAS BILATERAIS
M175;OUTRAS GONARTROSES SECUNDARIAS
M179;GONARTROSE NAO ESPECIFICADA
M180;ARTROSE PRIMARIA BILATERAL DAS PRIMEIRAS ARTICULACOES CARPOMETACARPIANAS
M181;OUTRAS ARTROSES PRIMARIAS DA PRIMEIRA ARTICULACAO CARPOMETACARPIANA
M182;ARTROSE POS-TRAUMATICA BILATERAL DA PRIMEIRA ARTICULACAO CARPOMETACARPIANA
M183;OUTRAS ARTROSES POS-TRAUMATICAS DA PRIMEIRA ARTICULACAO CARPOMETACARPIANA
M184;OUTRAS CARTROSES SECUNDARIAS BILATERAIS DAS PRIMEIRAS ARTICULACOES CARPOMETACARPIANAS
M185;OUTRAS ARTROSES SECUNDARIAS DA PRIMEIRA ARTICULACAO CARPOMETACARPIANA
M189;ARTROSE NAO ESPECIFICADA DA PRIMEIRA ARTICULACAO CARPOMETACARPIANA
M190;ARTROSE PRIMARIA DE OUTRAS ARTICULACOES
M191;ARTROSE POS-TRAUMATICA DE OUTRAS ARTICULACOES
M192;OUTRAS ARTROSES SECUNDARIAS
M198;OUTRAS ARTROSES ESPECIFICADAS
M199;ARTROSE NAO ESPECIFICADA
M200;DEFORMIDADE(S) DO(S) DEDO(S) DAS MAOS
M201;HALLUX VALGO (ADQUIRIDO)
M202;HALLUX RIGIDUS
M203;OUTRA DEFORMIDADE DO HALLUX (ADQUIRIDA)
M204;DEDO(S) DO PE EM MALHO (ADQUIRIDO)
M205;OUTRAS DEFORMIDADES (ADQUIRIDAS) DO(S) DEDO(S) DOS PES
M206;DEFORMIDADE ADQUIRIDA NAO ESPECIFICADA DE DEDO(S) DO PE
M210;DEFORMIDADE EM VALGO NAO CLASSIFICADA EM OUTRA PARTE
M211;DEFORMIDADE EM VARO NAO CLASSIFICADA EM OUTRA PARTE
M212;DEFORMIDADE EM FLEXAO
M213;MAO (PULSO) OU PE PENDENTE (ADQUIRIDO)
M214;PE CHATO [PE PLANO] (ADQUIRIDO)
M215;MAO E PE EM GARRA E MAO E PE TORTOS ADQUIRIDOS
M216;OUTRAS DEFORMIDADES ADQUIRIDAS DO TORNOZELO E DO PE
M217;DESIGUALDADE (ADQUIRIDA) DO COMPRIMENTO DOS MEMBROS
M218;OUTRAS DEFORMIDADES ADQUIRIDAS ESPECIFICADAS DOS MEMBROS
M219;DEFORMIDADE ADQUIRIDA NAO ESPECIFICADA DE MEMBRO
M220;DESLOCAMENTO RECIDIVANTE DA ROTULA
M221;SUBLUXACAO RECIDIVANTE DA ROTULA
M222;TRANSTORNOS FEMUROPATELARES
M223;OUTROS DESARRANJOS DA ROTULA
M224;CONDROMALACIA DA ROTULA
M228;OUTROS TRANSTORNOS DA ROTULA
M229;TRANSTORNO DA ROTULA, NAO ESPECIFICADO
M230;MENISCO CISTICO
M231;MENISCO DISCOIDE (CONGENITO)
M232;TRANSTORNO DO MENISCO DEVIDO A RUPTURA OU LESAO ANTIGA
M233;OUTROS TRANSTORNOS DO MENISCO
M234;CORPO FLUTUANTE NO JOELHO
M235;INSTABILIDADE CRONICA DO JOELHO
